"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"450.soplex/spxdesc.ii",6857449,176624108,2500882,2895220,146475539,0,0,488755003,628641137,9159,150.60692,"O0"
"450.soplex/spxdevexpr.ii",9271152,229564414,3173968,3965946,182666425,0,0,642547086,780259667,10215,189.319108,"O0"
"450.soplex/spxequilisc.ii",7523399,192076015,2708675,3212717,155540171,0,0,546796354,674881434,9441,161.11848,"O0"
"450.soplex/spxfastrt.ii",12532786,312567433,3913385,5508459,262132921,0,0,854883908,1132535677,11477,251.877425,"O0"
"450.soplex/spxgeneralsm.ii",6617965,176939784,2391119,2781987,143716415,0,0,488756585,633405373,9018,148.068901,"O0"
"450.soplex/spxharrisrt.ii",11213920,278653913,3588680,4467610,225018927,0,0,748510705,963155554,11316,220.550291,"O0"
"450.soplex/spxhybridpr.ii",8731924,213389773,2859042,3476951,172842323,0,0,583785904,719865438,10061,178.869526,"O0"
"450.soplex/spxid.ii",307246,12450574,,241474,11451872,0,0,13597299,43072713,1257,10.729879,"O0"
"450.soplex/spxio.ii",7375902,190855376,2727235,3135911,154762769,0,0,534920302,673717982,9249,157.603249,"O0"
"450.soplex/spxlp.ii",11861129,314535813,3953862,6700732,253046931,0,0,868887881,1109361601,10847,260.010411,"O0"
"450.soplex/spxlpfread.ii",9675864,246837162,3326566,4376964,197590803,0,0,678813388,854109701,10253,200.693929,"O0"
"450.soplex/spxmpsread.ii",10147335,255646389,3350496,4435941,209302688,0,0,678821470,905632880,10203,205.972912,"O0"
"450.soplex/spxmpswrite.ii",8088946,202266714,2810990,3584907,166398360,0,0,579095750,744167503,9691,170.625143,"O0"
"450.soplex/spxparmultpr.ii",9190675,229814293,3218018,3867212,183555598,0,0,638885346,792006517,10331,188.246382,"O0"
"450.soplex/spxquality.ii",8798075,217198456,2986293,3506480,179520600,0,0,583783000,756076976,10002,178.83644,"O0"
"450.soplex/spxredundantsm.ii",8889858,213488543,3047985,3770199,181364277,0,0,610939919,786403505,10165,180.207961,"O0"
"450.soplex/spxrem1sm.ii",7997641,205246962,2824520,3426094,163902850,0,0,576547431,724567651,9714,169.865952,"O0"
"450.soplex/spxscaler.ii",8418472,208525690,3001412,4167091,173367095,0,0,610932739,746395083,9645,183.545097,"O0"
"450.soplex/spxshift.ii",12103422,292175049,3696748,4936491,240979482,0,0,773847001,1052414147,11547,234.566146,"O0"
"450.soplex/spxsolve.ii",11288767,268649559,3870576,4675808,226628728,0,0,754104298,990037333,11609,222.176443,"O0"
